	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YLR224W	gene-YLR224W	720.879309571275	5.09622738334906	0.422704334367947	12.0562458650188	1.79793068054416e-33	2.32612276047291e-31
gene-YJL069C	gene-YJL069C	727.240787125219	5.18154815623382	0.430920365740856	12.0243751936057	2.64581948676098e-33	3.34868718520053e-31
gene-YKR097W	gene-YKR097W	21623.9236238882	-4.7084417748974	0.393166209528126	-11.975703050749	4.76382059899039e-33	5.90105606964299e-31
gene-YBR105C	gene-YBR105C	2412.70072050401	4.91847789086581	0.4149525963996	11.8531078815791	2.07355200374102e-32	2.51504578453754e-30
gene-YNL248C	gene-YNL248C	1313.953249386	5.28722334195603	0.447868397298712	11.8053056965965	3.66456724622796e-32	4.35410418521207e-30
gene-YER049W	gene-YER049W	1368.91336089846	5.2147824632807	0.442619165316993	11.7816463269185	4.85357107767872e-32	5.65149816284911e-30
gene-YKL078W	gene-YKL078W	494.536347523342	6.07648493441853	0.516004937639453	11.7760209082812	5.18850990479617e-32	5.92304013053398e-30
gene-YGR128C	gene-YGR128C	840.255466823942	4.90908371938057	0.42240107855009	11.6218541302764	3.19134063225595e-31	3.57307406942195e-29
gene-YJL025W	gene-YJL025W	239.168385309045	6.30450644857092	0.544770905325417	11.5727664362049	5.66268562984858e-31	6.22040674282612e-29
gene-YPL068C	gene-YPL068C	278.288646135195	6.29007955995932	0.544113326335884	11.5602380157041	6.55269110903749e-31	7.0647717845956e-29
gene-YNL075W	gene-YNL075W	801.974011034267	4.9546133003096	0.429262227645517	11.5421599694094	8.08686664078504e-31	8.56031592411827e-29
gene-YKR092C	gene-YKR092C	2178.52200447065	5.46289183708797	0.474311864545203	11.5175104091611	1.07677288094183e-30	1.11945923443631e-28
gene-YLR413W	gene-YLR413W	655.165603103972	5.39307561710041	0.468777303423733	11.5045578736681	1.25128925565472e-30	1.27807123621435e-28
gene-YKL029C	gene-YKL029C	5044.47184400258	5.54701157421754	0.483884378010661	11.4635062140719	2.01201239528304e-30	2.01964416643756e-28
gene-YIL053W	gene-YIL053W	34439.3438033231	5.21643205343739	0.45556930276657	11.4503589722994	2.34173745959064e-30	2.31077889656554e-28
gene-YGL035C	gene-YGL035C	649.268248975156	5.33028411267696	0.466383864618221	11.4289633862876	2.99664749791983e-30	2.90774695548154e-28
gene-YOR226C	gene-YOR226C	579.795099555869	6.33402165459708	0.554854995596592	11.4156341834619	3.49346474369828e-30	3.33425438324777e-28
gene-YGL120C	gene-YGL120C	1322.0176405116	5.138100712336	0.451776033930049	11.3731148322303	5.69194287493296e-30	5.34491797062253e-28
gene-YHR085W	gene-YHR085W	377.589449023461	5.59576902468181	0.492990059593063	11.3506731338575	7.35939358354249e-30	6.8010141973626e-28
gene-YOR004W	gene-YOR004W	599.432588401508	4.87136681845121	0.43107249438582	11.3005744553287	1.30362427360809e-29	1.18589070639786e-27
gene-YER073W	gene-YER073W	874.522248686109	6.17632093217615	0.549082228393667	11.248444427431	2.35712451953589e-29	2.11125830042122e-27
gene-YPL081W	gene-YPL081W	1825.79029439076	4.64970435352532	0.413693482031599	11.2394914483332	2.60880844950655e-29	2.30128527167078e-27
gene-YLR435W	gene-YLR435W	393.973440930579	5.34436108595242	0.476218001436511	11.2225095855914	3.16168739161458e-29	2.74736477522091e-27
gene-YGR208W	gene-YGR208W	415.807500969561	6.12257234546767	0.545716894399848	11.2193197760552	3.2778193794563e-29	2.80639182752861e-27
gene-YMR081C	gene-YMR081C	2810.89816972213	-4.79447941181842	0.428462227306189	-11.1899698649332	4.56588787726066e-29	3.85255061179878e-27
gene-YNL110C	gene-YNL110C	1230.26950610148	4.64807619177204	0.415638144829878	11.18298753276	4.93985154342439e-29	4.10854509797383e-27
gene-YNL299W	gene-YNL299W	234.708139475201	5.84951994570274	0.524950234631443	11.1429990117245	7.74659815312831e-29	6.35221048556522e-27
gene-YFL034C-A	gene-YFL034C-A	1349.01813392695	5.17687172906776	0.465486755153545	11.1214157476084	9.86932919194647e-29	7.98044924382116e-27
gene-YPR137W	gene-YPR137W	906.539049789917	4.61977954011633	0.416297330827371	11.0973076164931	1.29279817243066e-28	1.03105081642347e-26
gene-YIL079C	gene-YIL079C	350.646841549521	5.18377031805277	0.46849647926072	11.064694288061	1.86096356576337e-28	1.46412565944248e-26
gene-YKR081C	gene-YKR081C	1337.18104381758	4.53972842785939	0.411157233478435	11.0413439390396	2.41395283022836e-28	1.87387111701194e-26
gene-YNL113W	gene-YNL113W	1029.71694265024	4.60059433949156	0.416827126774934	11.0371759513043	2.52855675254249e-28	1.93700755438189e-26
gene-YNR053C	gene-YNR053C	1316.37974681264	4.52071440898368	0.40967829763887	11.0347910422355	2.59654365017417e-28	1.96325677030052e-26
gene-YHR052W	gene-YHR052W	1666.40223085143	4.50625733561003	0.408519909396448	11.0306920959314	2.71765525059775e-28	2.02848575243334e-26
gene-YDR342C	gene-YDR342C	2153.8477792546	-4.50765294683697	0.409980443348153	-10.9947999227102	4.04810289912551e-28	2.98329811122895e-26
gene-YHR022C	gene-YHR022C	392.214961171839	6.18885805617995	0.56369536295083	10.9790827864585	4.81790583338933e-28	3.50623097024909e-26
gene-YHR208W	gene-YHR208W	5092.11960052313	4.82164698022178	0.439314332997077	10.9753919188743	5.01877437625346e-28	3.60732153315403e-26
gene-YOR108W	gene-YOR108W	893.69443155153	5.2589070197349	0.482521288685355	10.898808286911	1.16776686783172e-27	8.29114476160525e-26
gene-YPL030W	gene-YPL030W	462.71746036223	5.04416481548547	0.463071141207516	10.8928507233946	1.24675451934907e-27	8.74530700198829e-26
gene-YPL093W	gene-YPL093W	3488.17097213573	4.5920140209093	0.423081993492223	10.8537212444465	1.91467910147085e-27	1.32705496770991e-25
gene-YLR022C	gene-YLR022C	658.361119461136	4.57284083291859	0.421525359247954	10.8483172663135	2.03130532392664e-27	1.39132465834129e-25
gene-YLR186W	gene-YLR186W	1340.69859037689	5.313737174894	0.490684550068219	10.8292326998175	2.50243415156528e-27	1.69408972446664e-25
gene-YLL011W	gene-YLL011W	915.391888607663	4.538613320901	0.420524242570997	10.7927507178965	3.72471162792848e-27	2.4925598962988e-25
gene-YAL012W	gene-YAL012W	1372.60587833255	4.74564830780168	0.442155940880287	10.7329742044257	7.12648270478998e-27	4.71481617128264e-25
gene-YLL034C	gene-YLL034C	583.159832065698	4.56956305641772	0.427074427007023	10.6996878470145	1.02121652780488e-26	6.6803624998652e-25
gene-YNL124W	gene-YNL124W	791.960888964114	5.08411755620214	0.475617447924189	10.6895101901571	1.13971274900712e-26	7.37267513857718e-25
gene-YOR233W	gene-YOR233W	297.99324915579	5.19327142257625	0.485968559964226	10.6864349886308	1.17812809760693e-26	7.53743053216216e-25
gene-YOR375C	gene-YOR375C	6557.82946215564	4.65654847303241	0.436612746414851	10.6651684158757	1.48130440677312e-26	9.37408071329688e-25
gene-YGR264C	gene-YGR264C	1300.90472382217	4.40625158607044	0.413617286698074	10.6529676775498	1.68893284101344e-26	1.05730827961078e-24
gene-YDR101C	gene-YDR101C	1445.97481506912	4.59294402782268	0.431383759332331	10.6470026477848	1.80069910876372e-26	1.11528406502366e-24
gene-YCR021C	gene-YCR021C	60763.4900011461	-4.45189219939541	0.418185884046431	-10.6457256670603	1.82556239568883e-26	1.1187815018632e-24
gene-YKL023C-A	gene-YKL023C-A	403.360258308668	4.6611402390174	0.438180006246323	10.6375009643802	1.99405849141736e-26	1.19992662119187e-24
gene-YNL117W	gene-YNL117W	7958.05821089634	-4.79164310736898	0.450458339386654	-10.6372614033371	1.99919069487482e-26	1.19992662119187e-24
gene-YAL025C	gene-YAL025C	1353.03993603428	4.49954450870765	0.425127488252255	10.5839886458666	3.53578358624268e-26	2.10054408562295e-24
gene-YCL054W	gene-YCL054W	963.16811224035	4.40002941926333	0.41645108495956	10.5655371739291	4.30496859958781e-26	2.52686768752239e-24
gene-YOR145C	gene-YOR145C	2257.08898678178	4.18750610665344	0.396365011647316	10.5647723275319	4.34020557801853e-26	2.52686768752239e-24
gene-YKR024C	gene-YKR024C	641.540525579067	4.83460321152152	0.458214917507	10.5509511515361	5.02854345281095e-26	2.87021372375151e-24
gene-YNR001C	gene-YNR001C	5101.33158781368	-4.34797850195536	0.412078116698961	-10.5513453050741	5.00749046358156e-26	2.87021372375151e-24
gene-YPR060C	gene-YPR060C	422.264573214642	5.11106143358674	0.485007479828389	10.5381084749357	5.76466659877731e-26	3.25843581923121e-24
gene-YCL036W	gene-YCL036W	482.08619336651	4.82103429084855	0.459941396181659	10.4818447108084	1.04681648287334e-25	5.86015919546978e-24
gene-YER056C	gene-YER056C	4199.46416535439	4.24749741934936	0.405876026385351	10.4650118342212	1.25060909768576e-25	6.93432968259664e-24
gene-YGR187C	gene-YGR187C	802.671474576342	4.54829404980693	0.435141380028559	10.452451222884	1.42786271916902e-25	7.8424686330208e-24
gene-YJR124C	gene-YJR124C	302.717813323194	5.29123887250995	0.50707283533121	10.4348695174211	1.71849691710337e-25	9.35055051530451e-24
gene-YDL167C	gene-YDL167C	520.818440315899	4.48913433910138	0.431561057253666	10.402083931458	2.42569305580577e-25	1.30762823804641e-23
gene-YML080W	gene-YML080W	288.461851878619	5.03010217779752	0.484341863864021	10.3854375454312	2.88841827848584e-25	1.5427863502151e-23
gene-YBL081W	gene-YBL081W	356.863019004804	4.7260844519339	0.455595438215341	10.3734235585126	3.27574168908694e-25	1.73376073762401e-23
gene-YOR078W	gene-YOR078W	904.271464664579	4.23699405252372	0.408892759745062	10.3621156196687	3.6871495894139e-25	1.93392656842953e-23
gene-YDR321W	gene-YDR321W	469.913005056926	4.75557144071623	0.459039006081071	10.3598417078229	3.77586388798091e-25	1.94600811122024e-23
gene-YLR363W-A	gene-YLR363W-A	425.49192824873	4.65956795301685	0.449773405213998	10.3598120720363	3.77703394998089e-25	1.94600811122024e-23
gene-YHR169W	gene-YHR169W	482.855394516328	4.45436338961231	0.430057431147258	10.3576012574169	3.86534072146294e-25	1.97403628775064e-23
gene-YBR195C	gene-YBR195C	207.069251972855	5.21572793355252	0.504736612155506	10.3335637002405	4.96798491787304e-25	2.51509636450929e-23
gene-YPL211W	gene-YPL211W	928.592772292426	4.82043560970271	0.467315533343957	10.3151623812058	6.01794930444274e-25	3.02038800435048e-23
gene-YBR169C	gene-YBR169C	4154.52798384984	-4.14264841013887	0.402322625950136	-10.2968318034699	7.28201821897482e-25	3.62358205733944e-23
gene-YKL068W-A	gene-YKL068W-A	234.932747500647	5.1060952356872	0.495962423009058	10.2953268207457	7.3967965487285e-25	3.64950419548283e-23
gene-YPR010C	gene-YPR010C	2467.47423793172	4.49162444957757	0.438051078897348	10.2536545758175	1.13951811878517e-24	5.57502057778762e-23
gene-YLL012W	gene-YLL012W	331.96941107651	4.61185313022559	0.451523482540262	10.213982901353	1.71670027565336e-24	8.32885750404489e-23
gene-YBR034C	gene-YBR034C	962.55451129246	4.48537067044577	0.44010498783605	10.1915924482017	2.1619342702352e-24	1.04022986126523e-22
gene-YCL040W	gene-YCL040W	5517.21510110579	-4.02930418836257	0.395902523047862	-10.1775158120815	2.49858428336756e-24	1.19235718834147e-22
gene-YJR073C	gene-YJR073C	5524.53232682274	-4.0097301411932	0.395349439554072	-10.1422431399319	3.58765190756739e-24	1.69815523624856e-22
gene-YDR528W	gene-YDR528W	159.841210235928	5.93332964215635	0.585098893402019	10.1407295571137	3.64368079979561e-24	1.70874839835315e-22
gene-YPL231W	gene-YPL231W	4931.03464940364	-4.1014180521572	0.40447669364067	-10.1400602720532	3.66873153201896e-24	1.70874839835315e-22
gene-YJR097W	gene-YJR097W	266.896257442567	4.82391582289006	0.47606164616137	10.1329646313387	3.94503577608719e-24	1.82285700701426e-22
gene-YDL060W	gene-YDL060W	1254.98535759953	4.12041991946916	0.406930140699601	10.1256198727017	4.25275428344814e-24	1.94956971954607e-22
gene-YBR187W	gene-YBR187W	832.689090875516	5.03891650265733	0.49769381079688	10.1245311742762	4.30034613649961e-24	1.9559855630235e-22
gene-YDR343C	gene-YDR343C	1003.42618528584	-4.29134558524372	0.42390444448568	-10.1233795518478	4.35126289670955e-24	1.96380252594132e-22
gene-YDL014W	gene-YDL014W	4111.85020475407	4.68262596871199	0.462622342782642	10.121919189087	4.41668954411635e-24	1.97799742506503e-22
gene-YNL175C	gene-YNL175C	919.561579406891	4.58234339869531	0.452863255687455	10.118602781626	4.56891128170875e-24	2.03054973145865e-22
gene-YEL011W	gene-YEL011W	3247.07525090797	-4.42736290300012	0.438034746157538	-10.10733267586	5.12608794146607e-24	2.26091545418299e-22
gene-YGL029W	gene-YGL029W	806.342952404798	5.13840541313272	0.508472286202894	10.1055761593314	5.21878956966182e-24	2.28449570485497e-22
gene-YLR002C	gene-YLR002C	494.234165942811	4.45100248633003	0.442126475190841	10.0672606959553	7.70954181029785e-24	3.34962331489209e-22
gene-YOL077C	gene-YOL077C	1624.95749713356	4.52919934619204	0.450003241460712	10.0648149366441	7.90358346595512e-24	3.38343109844049e-22
gene-YPL126W	gene-YPL126W	1223.53833877713	4.46097538932463	0.443203498316112	10.0652982349496	7.86485989003534e-24	3.38343109844049e-22
gene-YGL157W	gene-YGL157W	238.026433417793	5.40324955891178	0.537479385968539	10.0529428662182	8.91641520212219e-24	3.78915104428872e-22
gene-YNR054C	gene-YNR054C	549.782800734434	4.25522364112648	0.424724508403994	10.0187852523899	1.26042524568369e-23	5.3175331741815e-22
gene-YDL039C	gene-YDL039C	373.808884153669	4.57765276777359	0.457234826556036	10.0116012646132	1.35540710771428e-23	5.64721050067781e-22
gene-YDR496C	gene-YDR496C	1259.75800578661	4.41706491858438	0.441202881460805	10.0114144856889	1.35796885966145e-23	5.64721050067781e-22
gene-YLR333C	gene-YLR333C	2601.16809311521	3.98489199701367	0.398654536826628	9.9958526215059	1.58913725889626e-23	6.5616717172298e-22
gene-YPR110C	gene-YPR110C	1392.37600784409	4.05952858376363	0.406549520040329	9.98532376415285	1.76723201473798e-23	7.24565126042571e-22
gene-YIL104C	gene-YIL104C	296.719528741502	4.63661734754736	0.464919493977752	9.97294673079301	2.00199288372469e-23	8.15077102730428e-22
gene-YMR186W	gene-YMR186W	8247.2096635176	-3.87741538423431	0.389890493206644	-9.94488311921794	2.65485497938376e-23	1.07337261735918e-21
gene-YDR222W	gene-YDR222W	939.975767000415	4.20580159926956	0.423239780764556	9.93716042398483	2.86888480150662e-23	1.15190671133597e-21
gene-YLR051C	gene-YLR051C	634.541714431682	4.16570490467553	0.419543740636052	9.92913134244378	3.10952543885579e-23	1.23997651404236e-21
gene-YLR174W	gene-YLR174W	1448.22673580678	-4.43582483296899	0.447223048000737	-9.918596219043	3.45582187084093e-23	1.36869353279156e-21
gene-YOR047C	gene-YOR047C	204.834387232464	5.16088416283984	0.52098090376996	9.90609084804121	3.91672158591727e-23	1.54075358602773e-21
gene-YHR021W-A	gene-YHR021W-A	164.572299352137	6.13622011927321	0.619906854879675	9.89861633400434	4.22073976310156e-23	1.64920448998505e-21
gene-YDR299W	gene-YDR299W	997.138679317672	3.99625536471925	0.404262173843797	9.88530617822128	4.82105756812742e-23	1.87121314410919e-21
gene-YJR070C	gene-YJR070C	2606.24131329774	4.33304373703139	0.439619393052339	9.85635257568247	6.43444315422685e-23	2.48088265191448e-21
gene-YDR171W	gene-YDR171W	8892.77145246588	-4.09511566665988	0.415746803964555	-9.85002320549171	6.85281520009108e-23	2.62480855887699e-21
gene-YKL024C	gene-YKL024C	914.43565948966	4.26465966930198	0.433083556406187	9.84719832055268	7.0481272152904e-23	2.68197363708632e-21
gene-YBR267W	gene-YBR267W	568.276846466582	4.19683918994025	0.426418069085593	9.84207634291837	7.41641665726399e-23	2.80379076484357e-21
gene-YNR034W-A	gene-YNR034W-A	8241.53980849644	-3.87137272335484	0.393387871070112	-9.8411085039906	7.48811798105129e-23	2.81263373456004e-21
gene-YGR008C	gene-YGR008C	3073.95591377702	-4.66391686402472	0.474120748820244	-9.83698113957248	7.80167189950921e-23	2.91162396147068e-21
gene-YNL123W	gene-YNL123W	619.524042102746	4.33294874985919	0.440708869316456	9.83177115672674	8.2160892208087e-23	3.02747287617394e-21
gene-YFR015C	gene-YFR015C	887.630121363588	-4.21163182056778	0.428355737247456	-9.83208920611415	8.19017758721542e-23	3.02747287617394e-21
gene-YNL077W	gene-YNL077W	2130.51731290839	-3.96247853717081	0.403084000993065	-9.83040390441838	8.32840735528766e-23	3.0495589699676e-21
gene-YNL015W	gene-YNL015W	3242.27259288271	-4.02822619182056	0.410636488144459	-9.80971323328543	1.02258746302424e-22	3.72094013107947e-21
gene-YPL240C	gene-YPL240C	10676.9774558303	-4.10346532684626	0.418699169690415	-9.8005098263757	1.12018810989619e-22	4.0507671899476e-21
gene-YGR090W	gene-YGR090W	655.036178007708	4.07747916672181	0.416972533299126	9.77877160027884	1.38885892385465e-22	4.99131892264308e-21
gene-YIL118W	gene-YIL118W	639.573667284305	4.6893597326571	0.481643276861488	9.73616773645048	2.11375808120493e-22	7.54987702378841e-21
gene-YNL194C	gene-YNL194C	2110.7718524993	-4.45532763216543	0.458077875796384	-9.72613581133927	2.33287131593898e-22	8.28169317158338e-21
gene-YCL064C	gene-YCL064C	1445.01163632486	-4.01122319399681	0.412880141428213	-9.71522432665663	2.59676592595868e-22	9.16264922480693e-21
gene-YLR304C	gene-YLR304C	5991.24895314271	-3.98841554850208	0.410845654689858	-9.7078197200671	2.79246265749909e-22	9.79380577828898e-21
gene-YBR155W	gene-YBR155W	458.237264212168	4.17528558794269	0.430244983154651	9.70443759118022	2.8866385035519e-22	1.00634786632809e-20
gene-YOL010W	gene-YOL010W	666.096752246724	4.16588387899255	0.429677588534346	9.69537157663403	3.15487197366466e-22	1.09331337087355e-20
gene-YCR057C	gene-YCR057C	1012.74392098319	4.19019721814694	0.432381515364494	9.69097213745282	3.29378421932716e-22	1.13469891863448e-20
gene-YIL155C	gene-YIL155C	6254.43744245373	-4.54956246795109	0.469862641016309	-9.68274995881866	3.56982232291827e-22	1.2225591508253e-20
gene-YGR081C	gene-YGR081C	441.586221726157	4.17975163573997	0.431848608244775	9.67874286483945	3.71252787957344e-22	1.26399633420331e-20
gene-YNR016C	gene-YNR016C	3126.68670090383	-3.85586313413688	0.398568711191619	-9.67427453752913	3.87832445195083e-22	1.3127677301894e-20
gene-YOL016C	gene-YOL016C	1512.444963849	-4.05016855676795	0.418685173808977	-9.6735418642166	3.90620076859884e-22	1.31456074420708e-20
gene-YIL169C	gene-YIL169C	2963.3076485882	-4.10051632064233	0.424706372985118	-9.65494417194917	4.68414344563717e-22	1.56730362876435e-20
gene-YMR229C	gene-YMR229C	1929.07774022602	4.04239572068946	0.418866785041412	9.65079081238156	4.87781023023005e-22	1.62277778059425e-20
gene-YDR324C	gene-YDR324C	839.395800568131	4.12722665266717	0.427929250536192	9.64464721094849	5.17889611505582e-22	1.71315529442358e-20
gene-YBR021W	gene-YBR021W	789.140358142301	4.51788607879474	0.468909925379157	9.63486979965633	5.69641683273113e-22	1.87370275707122e-20
gene-YGL009C	gene-YGL009C	5113.17123202227	4.95661693870332	0.517274903554948	9.58217169369556	9.50254712954868e-22	3.10808030270969e-20
gene-YPL012W	gene-YPL012W	1252.26056311678	4.26739686328441	0.446288282274928	9.56197380207163	1.1553193885502e-21	3.75769244700519e-20
gene-YBR247C	gene-YBR247C	889.576146357732	3.91358421368704	0.409321209308732	9.56115667765264	1.16447868427418e-21	3.7664416110246e-20
gene-YBR214W	gene-YBR214W	1587.01883769776	-4.23826191800577	0.443888443060492	-9.54803393569811	1.32180850682943e-21	4.25169565014416e-20
gene-YDL130W-A	gene-YDL130W-A	1483.48739723796	-4.26581944108489	0.447156524123825	-9.53987968629886	1.42998115635355e-21	4.57436829246724e-20
gene-YPL226W	gene-YPL226W	2307.91043063072	4.22257243821177	0.442754133231945	9.53705933220435	1.46939777719955e-21	4.67477260046765e-20
gene-YPL245W	gene-YPL245W	403.649165077787	4.99394577582	0.523726392818175	9.53540979469746	1.49294754409706e-21	4.72388076181146e-20
gene-YDR399W	gene-YDR399W	2784.3116960187	4.42667187229812	0.464987328410647	9.51998388306352	1.73205922043853e-21	5.45083717913143e-20
gene-YPL004C	gene-YPL004C	3292.08530606064	-3.97849351280706	0.418012355201907	-9.51764574251729	1.77146664608406e-21	5.54488108252764e-20
gene-YHR170W	gene-YHR170W	1723.43809031507	3.86645203601821	0.406345862474358	9.51517510840213	1.81407113112724e-21	5.64787279434375e-20
gene-YLL008W	gene-YLL008W	1386.38191823445	4.13073034545459	0.434175031406002	9.51397488721985	1.83513245017779e-21	5.6830537898591e-20
gene-YER126C	gene-YER126C	1728.79329822136	3.76803485958161	0.39733339961097	9.48330762848253	2.46347917074608e-21	7.58855858840406e-20
gene-YGL225W	gene-YGL225W	414.195510296404	4.55437420984369	0.48050032628644	9.47839982761779	2.58212194146897e-21	7.91216523328019e-20
gene-YNL055C	gene-YNL055C	7642.39238092168	-3.83940794530827	0.405662614416599	-9.46453483476629	2.94870550603052e-21	8.98814840634014e-20
gene-YOR306C	gene-YOR306C	592.978091708338	4.29416608251228	0.454216025815825	9.45401711619368	3.26070878924777e-21	9.88742008906277e-20
gene-YGR157W	gene-YGR157W	2079.38029592381	-3.87572415148663	0.410698361174113	-9.43691165556791	3.83928476251169e-21	1.15815108224576e-19
