id	data.SRR941816.sorted.bam	data.SRR941817.sorted.bam	data.SRR941818.sorted.bam	data.SRR941819.sorted.bam
gene-YAL003W	3137.591510115	6431.66667604985	8633.61414131049	8471.23750897139
gene-YNCA0003W	0	0	0	0
gene-YAL002W	277.758423327757	166.715147212161	339.756054843775	327.365981631469
gene-YAL001C	462.481258259323	372.562788786018	85.7328362689898	95.9816490647239
gene-YAR002W	191.464544235638	231.57859677059	885.905974779562	885.259316820177
gene-YAR002C-A	457.762061746473	861.45093752393	327.054893915035	357.360246964195
gene-YAR003W	59.3270418758316	88.4501584887669	130.186899519577	150.828305673138
gene-YAR007C	162.47519422813	456.188393175398	22.2270316252937	43.7059294848296
gene-YAR008W	41.798597685245	83.6256043893796	44.4540632505873	35.136139389765
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-YNCA0004W	0	1.07212313319717	0	0.856979009506463
gene-YAR014C	319.557021013002	250.876813168139	885.905974779562	629.022592977744
gene-YAR015W	595.967102479945	884.501584887669	2108.39271417071	1027.51783239825
gene-YAR018C	132.137502359807	169.931516611752	60.3305144115114	87.4118589696593
gene-YAR019C	213.712184939075	236.939212436576	136.537479983947	91.6967540171916
gene-YAR020C	8.7642220952933	3.75243096619011	0	11.140727123584
gene-YAR023C	109.88986165637	110.964744285908	34.9281925540329	29.1372863232198
gene-YNCA0005W	0	0	0	0
gene-YNCA0006C	0	0	0	0
gene-YAR027W	537.31423153452	356.480941788061	63.5058046436962	82.2699849126205
gene-YAR028W	180.003638418716	158.138162146583	44.4540632505873	46.276866513349
gene-YAR029W	47.8661360589096	33.2358171291124	22.2270316252937	24.8523912756874
gene-YAR031W	12.8092476777364	11.2572928985703	6.35058046436962	5.99885306654524
gene-YAR033W	10.1125639561077	6.96880036578163	0	1.71395801901293
gene-YAR035W	5998.77293876306	1456.47927644836	244.49734787823	92.5537330266981
gene-YAR035C-A	9.43839302570048	3.75243096619011	0	0
gene-YAR042W	900.692363023988	457.796577875194	254.023218574785	187.678403081915
gene-YAR050W	105.844836073927	73.976496190605	19.0517413931089	11.140727123584
gene-YAR064W	1.34834186081435	2.68030783299294	0	3.42791603802585
gene-YAR066W	0.674170930407177	1.07212313319717	0	1.71395801901293
gene-YAR068W	9.43839302570048	54.6782797930559	9.52587069655443	5.14187405703878
gene-YAR071W	37.7535721028019	19.2982163975491	6.35058046436962	17.1395801901293
gene-YBL113C	151.014288411208	130.262960683457	34.9281925540329	40.2780134468038
gene-YBL112C	0	0	0	0
gene-YBL111C	0.674170930407177	0.536061566598587	0	0
gene-YBL108C-A	2.02251279122153	0	0	0
gene-YNCB0001W	0.674170930407177	0	0	0.856979009506463
gene-YBL107C	175.958612836273	194.054287108689	130.186899519577	109.693313216827
gene-YBL106C	179.329467488309	109.356559586112	44.4540632505873	63.4164467034783
gene-YBL105C	1363.84779221372	818.566012196043	409.61243995184	359.931183992715
gene-YBL104C	146.969262828765	180.652747943724	174.640962770164	191.106319119941
gene-YBL103C	381.580746610462	199.950964341273	177.816253002349	218.529647424148
gene-YBL102W	546.078453629813	446.539284976623	146.063350680501	209.102878319577
gene-YBL101C	569.000265263657	293.225676929427	136.537479983947	115.692166283373
gene-YBL100W-C	12.1350767473292	7.50486193238022	3.17529023218481	1.71395801901293
gene-YBL100W-B	13.4834186081435	6.43273879918305	25.4023218574785	26.5663492947004
gene-YBL100W-A	0	0	0	0
gene-YNCB0002W	0	0.536061566598587	0	0
gene-YBL099W	7059.91798322396	9574.05957945077	901.782425940486	1019.80502131269
gene-YBL098W	91.0130756049689	164.034839379168	82.557546036805	111.40727123584
gene-YBL097W	19.5509569818081	43.4209868944856	19.0517413931089	18.8535382091422
gene-YBL095W	291.916012866308	356.480941788061	876.380104083007	876.689526725112
gene-YBL093C	201.577108191746	149.025115514407	2054.41278022357	1612.83449589116
gene-YBL092W	1337.55512592784	2263.78799574583	13171.1038831026	15412.7674859737
gene-YBL091C-A	73.4846314143823	128.118714417062	41.2787730184025	55.7036356179201
gene-YBL091C	951.255182804527	1215.7876330456	793.822558046202	926.394309276487
gene-YBL090W	230.566458199255	471.734178606757	247.672638110415	234.812248604771
gene-YBL089W	43.1469395460593	43.4209868944856	225.445606485121	205.674962281551
gene-YBL088C	383.603259401684	239.619520269569	206.393865092013	256.236723842433
gene-YBL087C	219.77972331274	484.599656205123	4150.10433346555	4596.83540699267
gene-YBL086C	455.739548955252	317.884508992962	184.166833466719	168.824864872773
gene-YBL085W	148.991775619986	191.373979275696	184.166833466719	174.823717939319
gene-YBL084C	362.029789628654	204.77551844066	466.767664131167	320.510149555417
gene-YBL082C	139.553382594286	251.412874734737	304.827862289742	337.649729745547
gene-YBL081W	22.2476407034368	29.4833861629223	739.84262409906	635.878425053796
gene-YBL080C	43.1469395460593	83.6256043893796	19.0517413931089	58.2745726464395
gene-YBL079W	198.880424470117	242.299828102561	635.058046436962	629.879571987251
gene-YBL078C	3252.87473921463	1329.4326851645	228.620896717306	116.549145292879
gene-YBL076C	258.207466345949	511.402734535052	3086.38210568363	2565.79515446235
gene-YBL075C	15952.906726225	1641.95657849147	955.762359887627	329.936918659988
gene-YBL074C	129.440818638178	52.5340335266616	120.661028823023	81.413005903114
gene-YNCB0003W	2.69668372162871	4.2884925327887	3.17529023218481	6.85583207605171
gene-YBL072C	1293.73401545137	1819.39295703561	5759.97648118324	5795.74904129221
gene-YBL071C-B	4.71919651285024	4.82455409938729	31.7529023218481	31.7082233517391
gene-YBL071W-A	218.431381451925	88.4501584887669	679.512109687549	683.012270576651
gene-YBL071C	94.3839302570048	47.7094794272743	279.425540432263	321.367128564924
gene-YBL069W	91.0130756049689	102.38775922033	746.19320456343	713.863514918884
gene-YBL068W	192.138715166045	279.288076197864	987.515262209476	999.237525084536
gene-YBL067C	670.800075755141	362.377619020645	288.951411128818	296.514737289236
gene-YBL066C	341.130490786032	440.10654617744	212.744445556382	179.108612986851
gene-YBL064C	7734.76308456154	3844.63355564507	492.169985988645	521.900216789436
gene-YBL063W	47.8661360589096	62.1831417254361	28.5776120896633	41.1349924563102
gene-YBL061C	105.844836073927	99.1713898207386	450.891212970243	459.340749095464
gene-YBL060W	107.193177934741	101.851697653732	158.76451160924	162.826011806228
gene-YBL059C-A	150.3401174808	303.946908261399	44.4540632505873	83.9839429316334
gene-YBL059W	25.6184953554727	54.6782797930559	63.5058046436962	53.9896775989072
gene-YBL058W	1826.32905047304	1398.04856568912	400.086569255286	483.336161361645
gene-YBL057C	114.60905816922	198.878841208076	228.620896717306	305.084527384301
gene-YBL056W	322.927875665038	734.940407806663	628.707465972592	564.749167264759
gene-YBL055C	195.509569818081	149.025115514407	342.931345075959	269.948387994536
gene-YBL054W	204.947962843782	107.212313319717	1270.11609287392	954.6746165902
gene-YBL052C	50.5628197805383	47.7094794272743	123.836319055208	106.265397178801
gene-YBL051C	372.816524515169	467.981747640567	225.445606485121	178.251633977344
gene-YBL050W	1470.36679921805	982.600851575211	530.273468774863	513.330426694372
gene-YBL049W	1554.63816551895	379.5315891518	419.138310648395	254.52276582342
gene-YBL048W	393.041652427384	108.284436452915	101.609287429914	88.2688379791657
gene-YBL047C	1616.66189111641	1228.11704907736	279.425540432263	265.663492947004
gene-YBL046W	142.924237246322	152.777546480597	133.362189751762	124.261956378437
gene-YBL045C	5091.338866435	5359.54354285268	638.233336669147	647.876131186886
gene-YBL044W	1.34834186081435	0.536061566598587	3.17529023218481	5.99885306654524
gene-YBL043W	69.4396058319392	89.5222816219641	120.661028823023	76.2711318460752
gene-YBL042C	238.656509364141	107.212313319717	2873.63766012725	1958.19703672227
gene-YBL041W	1668.57305275776	1600.67983786338	666.81094875881	773.852045584336
gene-YBL040C	221.802236103961	286.256876563646	269.899669735709	312.797338469859
gene-YBL039W-B	180.677809349123	112.572928985703	9.52587069655443	11.140727123584
gene-YBL039C	31.0118627987301	79.3371118565909	4312.04413530697	3747.56920857176
gene-YBL038W	292.590183796715	498.537256936686	371.508957165623	383.069617249389
gene-YBL037W	175.284441905866	159.21028527978	82.557546036805	108.836334207321
gene-YBL036C	366.748986141504	303.946908261399	790.647267814017	886.116295829683
gene-YBL035C	22.2476407034368	79.8731734231895	53.9799339471417	37.7070764182844
gene-YBL034C	79.5521697880469	78.2649887233937	66.681094875881	119.977061330905
gene-YBL033C	412.592609409192	406.334667481729	1244.71377101644	873.261610687086
gene-YBL032W	96.4064430482263	154.921792746992	327.054893915035	322.22410757443
gene-YBL031W	2.69668372162871	13.4015391649647	9.52587069655443	26.5663492947004
gene-YBL030C	1603.85264343867	4360.86084427951	1295.5184147314	1271.75685010759
gene-YBL029C-A	1131.25882122324	904.871924418415	238.146767413861	173.966738929812
gene-YBL029W	305.399431474451	219.249180738822	1460.63350680501	1042.94345456937
gene-YBL028C	35.7310593115804	43.9570484610842	1663.85208166484	1685.67771169921
gene-YBL027W	1696.88823183486	2616.5165065677	11396.1166433113	12790.411716884
gene-YBL026W	422.031002434893	378.459466018603	571.552241793266	514.187405703878
gene-YBL025W	76.8554860664182	53.6061566598587	177.816253002349	160.255074777709
gene-YBL024W	77.5296569968254	155.45785431359	2305.26070856617	1857.07351360051
gene-YBL023C	94.3839302570048	175.292132277738	330.23018414722	195.391214167474
gene-YBL022C	546.078453629813	875.388538255493	238.146767413861	241.668080680823
gene-YBL021C	29.6635209379158	75.0486193238022	114.310448358653	114.835187273866
gene-YBL020W	127.418305846956	135.087514782844	244.49734787823	292.229842241704
gene-YBL019W	200.902937261339	195.662471808484	133.362189751762	101.123523121763
gene-YBL018C	18.2026151209938	28.4112630297251	79.3822558046202	80.5560268936076
gene-YBL017C	740.913852517487	696.880036578163	206.393865092013	204.817983272045
gene-YBL016W	28.3151790771014	16.0818469979576	3.17529023218481	4.28489504753232
gene-YBL015W	3426.81083925968	2204.28516185339	263.549089271339	159.398095768202
gene-YNCB0004W	0	0	0	0
gene-YNCB0005C	0	0	0	0
gene-YBL014C	86.9680500225258	88.4501584887669	504.871146917385	503.046678580294
gene-YBL013W	13.4834186081435	12.3294160317675	12.7011609287392	13.7116641521034
gene-YBL011W	132.137502359807	140.44813044883	441.365342273688	401.923155458531
gene-YBL010C	24.9443244250655	78.2649887233937	60.3305144115114	72.8432158080494
gene-YBL009W	60.6753837366459	152.777546480597	114.310448358653	112.264250245347
gene-YBL008W-A	0.674170930407177	1.07212313319717	3.17529023218481	0
gene-YBL008W	33.7085465203589	37.5243096619011	98.4339971977291	108.836334207321
gene-YBL007C	1268.78969102631	1032.45457726888	361.983086469068	373.642848144818
gene-YBL006C	283.825961701422	324.317247792145	288.951411128818	286.230989175159
gene-YBL005W	123.373280264513	101.851697653732	155.589221377056	152.54226369215
gene-YBL005W-B	5.39336744325742	2.68030783299294	3.17529023218481	2.57093702851939
gene-YBL005W-A	0	0	0	0
gene-YNCB0006W	0	0	0	0
gene-YBL004W	190.116202374824	174.756070711139	1457.45821657283	1258.04518595549
gene-YBL003C	71.4621186231608	1684.30544225276	57.1552241793266	1539.99128008311
gene-YBL002W	51.2369907109455	1087.13285706194	215.919735788567	1845.93278647692
gene-YBL001C	1409.017244551	940.251987813922	155.589221377056	136.259662511528
gene-YBR001C	376.861550097612	240.155581836167	200.043284627643	207.388920300564
gene-YBR002C	62.0237255974603	53.6061566598587	463.592373898982	573.318957359824
gene-YBR003W	49.8886488501311	105.604128619922	63.5058046436962	74.5571738270623
gene-YBR004C	761.138980429703	342.543341056497	327.054893915035	281.08911511812
gene-YBR005W	806.308432766984	493.1766412707	238.146767413861	243.382038699836
gene-YBR006W	558.88770130755	438.498361477644	69.8563851080658	71.1292577890365
gene-YBR007C	45.1694523372809	62.1831417254361	171.46567253798	154.256221711163
gene-YBR008C	168.542732601794	152.777546480597	200.043284627643	158.541116758696
gene-YBR009C	280.455107049386	2360.81513930018	406.437149719656	2169.87085207037
gene-YBR010W	560.236043168364	3075.92126914269	2470.37580063978	4086.93289633632
gene-YBR011C	2242.29251453427	3514.41963062034	2476.72638110415	2854.59708066603
gene-YBR012W-B	4.71919651285024	1.60818469979576	3.17529023218481	2.57093702851939
gene-YBR012W-A	0	0	0	0
gene-YBR013C	16.8542732601794	9.64910819877457	73.0316753402506	48.8478035418684
gene-YNCB0007W	0	0	0	0
gene-YBR014C	235.285654712105	262.670167633308	511.221727381754	477.3373082951
gene-YBR015C	395.064165218606	501.753626336278	787.471977581833	680.441333548132
gene-YBR016W	1196.65340147274	789.618687599719	279.425540432263	295.65775827973
gene-YBR017C	310.118627987301	340.935156356701	1019.26816453132	937.535036400071
gene-YBR018C	16.1801023297722	8.5769850655774	3.17529023218481	6.85583207605171
gene-YBR019C	3.37085465203588	2.14424626639435	0	4.28489504753232
gene-YNCB0008W	12.1350767473292	6.96880036578163	25.4023218574785	17.9965591996357
gene-YBR020W	0	0	0	0
gene-YBR021W	88.9905628137474	43.4209868944856	1552.71692353837	1471.4329593226
gene-YBR022W	66.0687511799033	79.8731734231895	130.186899519577	113.97820826436
gene-YBR023C	121.350767473292	106.14019018652	542.974629703602	434.488357819777
gene-YBR024W	189.442031444417	277.679891498068	92.0834167333595	70.27227877953
gene-YBR025C	4123.22941037029	3586.78794211115	4972.50450360141	4868.49775300622
gene-YBR026C	8383.98969054365	4182.88840416878	552.500500400157	330.793897669495
gene-YBR027C	43.1469395460593	12.3294160317675	28.5776120896633	10.2837481140776
gene-YBR028C	22.2476407034368	32.1636939959152	504.871146917385	407.06502951557
gene-YBR029C	788.779988576397	754.238624204212	647.759207365701	575.889894388343
gene-YBR030W	99.103126769855	122.758098751076	381.034827862177	343.648582812092
gene-YBR031W	617.540572252974	1361.59637916041	3273.72422938254	3211.95732763022
gene-YBR032W	4.71919651285024	3.75243096619011	6.35058046436962	19.7105172186487
gene-YBR033W	82.2488535096756	137.767822615837	76.2069655724354	161.112053787215
gene-YBR034C	91.0130756049689	73.4404346240065	2241.75490392248	1444.00963101839
gene-YBR035C	1127.2137956408	1069.44282536418	463.592373898982	460.197728104971
gene-YNCB0009C	0.674170930407177	1.07212313319717	6.35058046436962	2.57093702851939
gene-YNCB0010W	562.932726889993	754.238624204212	177.816253002349	167.967885863267
gene-YBR036C	2441.17293900439	1725.04612131425	736.667333866876	678.727375529119
gene-YBR037C	44.4952814068737	145.808746114816	53.9799339471417	61.7024886844654
gene-YBR038W	268.320030302056	324.317247792145	28.5776120896633	54.8466566084137
gene-YBR039W	5276.73587229697	5083.4718360544	600.129853882929	651.304047224912
gene-YBR040W	0	0.536061566598587	0	0.856979009506463
gene-YBR041W	99.103126769855	103.995943920126	180.991543234534	206.531941291058
gene-YBR042C	15.5059313993651	29.4833861629223	98.4339971977291	113.97820826436
gene-YBR043C	601.360469923202	277.679891498068	368.333666933438	349.647435878637
gene-YBR044C	144.946750037543	130.262960683457	117.485738590838	114.835187273866
gene-YNCB0011C	0	0.536061566598587	0	0
gene-YBR045C	351.917225672546	130.799022250055	44.4540632505873	41.1349924563102
gene-YBR046C	2501.17415181063	1951.80016398546	231.796186949491	272.519325023055
gene-YBR047W	281.8034489102	433.137745811659	79.3822558046202	99.4095651027498
gene-YBR048W	801.589236254133	1204.53034014703	6134.66072858105	6504.47068215406
gene-YBR049C	296.635209379158	376.315219752208	250.8479283426	228.813395538226
gene-YBR050C	3288.60579852621	1473.63324657952	184.166833466719	89.9827959981787
gene-YBR052C	341.804661716439	637.913264252319	34.9281925540329	93.4107120362045
gene-YBR053C	1741.38351324174	1500.43632490945	107.959867894283	112.264250245347
gene-YBR054W	7660.60428221675	2937.08132339366	2521.18044435474	2474.09840044516
gene-YBR055C	74.8329732751967	94.8828972879499	415.96302041621	324.79504460295
gene-YNCB0012W	0	0	3.17529023218481	0
gene-YBR056W	2508.59003204511	1725.04612131425	158.76451160924	138.830599540047
gene-YNCB0013W	0	0	0	0
gene-YBR056W-A	908.108243258467	426.705007012475	79.3822558046202	82.2699849126205
gene-YBR057C	531.920864091263	349.512141422279	435.014761809319	332.507855688508
gene-YBR058C	904.063217676024	567.153137461305	381.034827862177	365.073058049753
gene-YBR058C-A	384.277430332091	376.315219752208	355.632506004699	309.369422431833
gene-YBR059C	1438.68076548892	900.583431885627	171.46567253798	183.393508034383
gene-YBR060C	91.6872465353761	145.272684548217	304.827862289742	287.087968184665
gene-YBR061C	82.9230244400828	86.3059122223726	939.885908726703	790.991625774466
gene-YBR062C	610.124692018495	510.866672968454	190.517413931089	196.24819317698
gene-YBR063C	82.2488535096756	58.430710759246	527.098178542678	587.887600521434
gene-YBR065C	125.395793055735	67.0076958248234	431.839471577134	344.505561821598
gene-YBR066C	93.0355883961904	208.52794940685	88.9081265011746	92.5537330266981
gene-YBR067C	21719.0906939976	6609.63911616058	1330.44660728543	588.74457953094
gene-YBR068C	4349.0766720567	1232.94160317675	5451.97332866132	3121.97453163205
gene-YBR069C	5.39336744325742	2.14424626639435	15.876451160924	9.4267691045711
gene-YNCB0014W	8.7642220952933	3.21636939959152	50.8046437149569	23.1384332566745
gene-YBR070C	81.5746825792684	202.095210607667	9.52587069655443	17.1395801901293
gene-YBR071W	709.901989718757	769.784409635571	60.3305144115114	77.1281108555817
gene-YBR072W	84392.7170683704	49132.7228865935	4585.11909527486	2801.46438207663
gene-YBR072C-A	1.34834186081435	0	0	2.57093702851939
gene-YBR073W	20.2251279122153	31.0915708627181	28.5776120896633	13.7116641521034
gene-YBR074W	113.934887238813	125.974468150668	492.169985988645	418.205756639154
gene-YBR076W	192.812886096453	79.3371118565909	9.52587069655443	13.7116641521034
gene-YBR077C	476.638847797874	346.295772022687	219.095026020752	173.109759920306
gene-YBR078W	2477.57816924638	4545.80208475602	1816.26601280971	1941.91443554165
gene-YBR079C	734.846314143823	970.271435543443	2848.23533826977	2259.85364806854
gene-YBR080C	142.924237246322	268.030783299294	371.508957165623	305.941506393807
gene-YBR081C	357.310593115804	407.942852181525	244.49734787823	270.805367004042
gene-YNCB0015W	0	0	0	0
gene-YNCB0016W	0	0	0	0
gene-YBR082C	798.892552532505	2373.14455533195	2260.80664531558	2023.32744144476
gene-YBR083W	255.51078262432	134.015391649647	114.310448358653	86.5548799601528
gene-YBR084W	78.8779988576397	333.430294424321	1400.3029923935	1306.89298949736
gene-YBR084C-A	1914.64544235638	2281.47802744359	8230.35228182302	9097.68916492062
gene-YBR085W	1.34834186081435	3.21636939959152	25.4023218574785	13.7116641521034
gene-YBR085C-A	10713.9244260309	6880.35020729287	1197.08441753367	970.957217770823
gene-YBR086C	663.384195520662	552.143413596545	342.931345075959	349.647435878637
gene-YBR087W	52.5853325717598	215.496749772632	85.7328362689898	121.691019349918
gene-YBR088C	27.6410081466943	240.691643402766	28.5776120896633	65.1304047224912
gene-YBR089C-A	687.654349015321	644.8820646181	57.1552241793266	59.131551655946
gene-YBR090C	182.026151209938	132.94326851645	25.4023218574785	32.5652023612456
gene-YBR091C	20.2251279122153	31.0915708627181	82.557546036805	107.122376188308
gene-YBR092C	50.5628197805383	117.933544651689	60.3305144115114	65.9873837319977
gene-YBR093C	120.676596542885	92.7386510215556	53.9799339471417	30.8512443422327
gene-YBR094W	165.171877949758	141.520253582027	95.2587069655443	89.9827959981787
gene-YBR095C	212.363843078261	255.701367267526	266.724379503524	274.233283042068
gene-YBR096W	34.382717450766	90.5944047551612	158.76451160924	239.95412266181
gene-YBR097W	196.857911678896	152.777546480597	34.9281925540329	50.5617615608813
gene-YBR098W	82.2488535096756	87.9140969221683	63.5058046436962	55.7036356179201
gene-YBR101C	4383.45938950746	8775.32784521887	616.006305043853	808.988184974102
gene-YBR102C	159.778510506501	172.075762878147	152.413931144871	155.970179730176
gene-YBR103W	314.837824500152	309.843585493983	174.640962770164	167.11090685376
gene-YBR104W	158.430168645687	116.861421518492	387.385408326547	486.764077399671
gene-YBR105C	159.778510506501	149.025115514407	5471.02507005443	3870.9741859407
gene-YBR106W	192.138715166045	756.382870470607	2670.41908526742	2699.48387994536
gene-YBR107C	38.4277430332091	39.6685559282955	101.609287429914	121.691019349918
gene-YBR108W	405.176729174713	307.163277660991	161.939801841425	132.831746473502
gene-YBR109C	1962.51157841529	1770.07529290854	870.029523618638	982.954923903914
gene-YBR110W	173.261929114644	234.258904603583	149.238640912686	137.116641521034
gene-YBR111C	902.71487581521	861.45093752393	215.919735788567	257.950681861446
gene-YBR111W-A	148.991775619986	146.880869248013	196.867994395458	186.821424072409
gene-YBR112C	105.844836073927	172.611824444745	387.385408326547	391.639407344454
gene-YBR114W	114.60905816922	82.5534812561824	1222.48673939115	937.535036400071
gene-YBR115C	452.368694303216	375.77915818561	574.72753202545	517.615321741904
gene-YBR117C	1374.63452710023	604.141385556608	193.692704163273	162.826011806228
gene-YBR118W	5610.45048284853	7645.84612439565	9754.49159327173	9581.88230529177
gene-YBR119W	344.501345438067	296.442046329019	396.911279023101	390.782428334947
gene-YBR120C	242.027364016177	272.855337398681	111.135158126468	112.264250245347
gene-YBR121C	1063.16755725212	1936.2543785541	3251.49719775724	2678.0594047077
gene-YBR122C	190.790373305231	502.289687902876	292.126701361002	340.220666774066
gene-YBR123C	221.128065173554	205.847641573858	139.712770216132	138.830599540047
gene-YBR125C	303.37691868323	213.352503506238	114.310448358653	138.830599540047
gene-YBR126C	4111.76850455337	3011.05781958426	314.353732986296	227.099437519213
gene-YBR126W-A	610.798862948902	681.870312713403	276.250250200078	274.233283042068
gene-YBR127C	4806.83873380317	3372.89937703831	2464.02522017541	2314.70030467696
gene-YBR128C	210.341330287039	140.984192015428	12.7011609287392	30.8512443422327
gene-YBR129C	494.167291988461	232.650719903787	203.218574859828	206.531941291058
gene-YBR130C	60.6753837366459	129.19083755026	228.620896717306	294.800779270223
gene-YBR131W	14.8317604689579	23.0506473637393	152.413931144871	133.688725483008
gene-YBR132C	431.469395460593	294.833861629223	25.4023218574785	33.4221813707521
gene-YBR133C	93.7097593265976	95.4189588545485	209.569155324197	249.380891766381
gene-YBR135W	138.879211663878	162.426654679372	241.322057646045	287.944947194172
gene-YBR136W	101.125639561077	85.2337890891754	73.0316753402506	53.1326985894007
gene-YBR137W	493.493121058054	612.182309055587	63.5058046436962	125.118935387944
gene-YBR138C	206.296304704596	161.890593112773	22.2270316252937	17.9965591996357
gene-YBR139W	2222.74155755246	1271.53803597185	123.836319055208	74.5571738270623
gene-YBR140C	1141.37138517935	644.346003051502	177.816253002349	171.395801901293
gene-YBR141C	45.843623267688	63.7913264252319	435.014761809319	311.083380450846
gene-YBR142W	126.744134916549	129.19083755026	1416.17944355442	1085.79240504469
gene-YBR143C	679.564297850434	1068.37070223098	4153.27962369773	3590.74204983208
gene-YBR144C	3.37085465203588	0	0	1.71395801901293
gene-YBR145W	354.613909394175	664.18028101565	50.8046437149569	57.417593636933
